509,0
600,1
722,2
262,3
768,4
933,5
276,6
290,7
110,8
755,9
931,10
594,11
398,12
716,13
696,14
651,15
429,16
840,17
686,18
797,19
737,20
476,21
494,22
554,23
322,24
749,25
685,26
348,27
425,28
606,29
248,30
511,31
177,32
468,33
177,34
627,35
945,36
998,37
288,38
430,39
280,40
133,41
433,42
868,43
779,44
147,45
980,46
287,47
610,48
916,49
370,50
390,51
919,52
258,53
221,54
670,55
160,56
752,57
294,58
712,59
967,60
468,61
611,62
292,63
267,64
935,65
203,66
223,67
745,68
480,69
478,70
352,71
571,72
201,73
749,74
610,75
919,76
895,77
178,78
527,79
428,80
771,81
401,82
530,83
154,84
742,85
331,86
387,87
598,88
560,89
226,90
201,91
508,92
574,93
833,94
781,95
513,96
618,97
774,98
955,99
613,100
625,101
666,102
640,103
630,104
467,105
502,106
108,107
130,108
245,109
707,110
601,111
714,112
271,113
783,114
836,115
957,116
220,117
714,118
541,119
760,120
530,121
708,122
624,123
829,124
976,125
922,126
914,127
384,128
331,129
857,130
814,131
129,132
382,133
343,134
200,135
149,136
969,137
467,138
657,139
154,140
449,141
710,142
972,143
412,144
109,145
192,146
550,147
454,148
456,149
872,150
362,151
205,152
553,153
258,154
821,155
146,156
148,157
493,158
378,159
733,160
800,161
302,162
204,163
975,164
404,165
227,166
190,167
186,168
664,169
360,170
405,171
544,172
824,173
615,174
707,175
643,176
854,177
561,178
228,179
843,180
158,181
698,182
961,183
740,184
417,185
436,186
726,187
858,188
506,189
946,190
570,191
778,192
610,193
651,194
561,195
185,196
482,197
208,198
564,199
478,200
126,201
811,202
988,203
369,204
404,205
488,206
525,207
260,208
235,209
451,210
232,211
915,212
265,213
583,214
194,215
151,216
376,217
898,218
752,219
122,220
279,221
670,222
201,223
167,224
857,225
535,226
321,227
954,228
688,229
617,230
641,231
933,232
804,233
868,234
699,235
403,236
332,237
263,238
526,239
797,240
372,241
717,242
115,243
945,244
668,245
326,246
489,247
194,248
289,249
532,250
427,251
642,252
961,253
410,254
229,255
313,256
428,257
640,258
939,259
832,260
925,261
712,262
408,263
787,264
725,265
751,266
696,267
135,268
414,269
508,270
817,271
329,272
219,273
309,274
909,275
956,276
870,277
101,278
365,279
378,280
265,281
254,282
680,283
824,284
714,285
381,286
311,287
261,288
768,289
917,290
400,291
340,292
520,293
790,294
596,295
760,296
184,297
688,298
483,299
605,300
706,301
677,302
991,303
478,304
378,305
296,306
152,307
514,308
800,309
479,310
826,311
712,312
169,313
712,314
792,315
517,316
549,317
803,318
277,319
648,320
756,321
204,322
889,323
960,324
720,325
490,326
871,327
832,328
470,329
626,330
705,331
543,332
936,333
184,334
748,335
542,336
475,337
658,338
451,339
913,340
278,341
604,342
288,343
951,344
472,345
364,346
280,347
392,348
339,349
804,350
434,351
367,352
888,353
999,354
987,355
515,356
409,357
458,358
349,359
293,360
167,361
406,362
781,363
645,364
762,365
935,366
344,367
191,368
868,369
639,370
427,371
228,372
997,373
649,374
648,375
636,376
220,377
671,378
165,379
923,380
177,381
416,382
384,383
713,384
430,385
580,386
964,387
120,388
316,389
831,390
180,391
137,392
841,393
361,394
263,395
379,396
684,397
143,398
808,399
755,400
493,401
278,402
994,403
184,404
776,405
251,406
938,407
777,408
435,409
844,410
128,411
483,412
673,413
777,414
251,415
248,416
105,417
434,418
895,419
129,420
506,421
708,422
964,423
846,424
652,425
620,426
251,427
462,428
666,429
222,430
937,431
589,432
300,433
570,434
956,435
105,436
109,437
774,438
